customer_id,recency_days,frequency,monetary,R_score,F_score,M_score,RFM_score,segment,city,city_tier
CUST00382,14,2,6977.7,5,3,5,13,Loyal Customers,Pune,Tier 1
CUST00383,59,1,2752.78,5,1,3,9,New Customers,Kolkata,Tier 1
CUST00384,293,2,3661.9,3,3,3,9,Potential Loyalists,Bhopal,Tier 2
CUST00385,537,6,8458.78,1,5,5,11,At Risk (High Value),Ahmedabad,Tier 1
CUST00387,57,2,5037.1900000000005,5,3,4,12,Loyal Customers,Bengaluru,Tier 1
CUST00388,591,1,1538.23,1,1,2,4,Lost,Delhi,Tier 1
CUST00389,36,4,5579.0,5,5,4,14,Champions,Ahmedabad,Tier 1
CUST00390,8,3,4321.18,5,4,4,13,Champions,Lucknow,Tier 2
CUST00391,134,1,391.61,4,1,1,6,New Customers,Varanasi,Tier 3
CUST00392,37,4,3773.38,5,5,3,13,Loyal Customers,Hyderabad,Tier 1
CUST00394,516,1,763.21,1,1,1,3,Lost,Jaipur,Tier 2
CUST00395,38,2,1974.24,5,3,2,10,Loyal Customers,Bengaluru,Tier 1
CUST00396,36,2,6807.28,5,3,5,13,Loyal Customers,Vadodara,Tier 2
CUST00397,70,1,3914.41,5,1,3,9,New Customers,Indore,Tier 2
CUST00398,596,2,3205.59,1,3,3,7,Hibernating,Hyderabad,Tier 1
CUST00399,170,3,4408.469999999999,4,4,4,12,Champions,Ahmedabad,Tier 1
CUST00401,116,2,976.05,4,3,1,8,Loyal Customers,Mumbai,Tier 1
CUST00402,257,4,9460.3,3,5,5,13,Potential Loyalists,Coimbatore,Tier 2
CUST00403,50,6,8448.73,5,5,5,15,Champions,Chennai,Tier 1
CUST00404,206,3,6128.68,3,4,4,11,Potential Loyalists,Surat,Tier 2
CUST00405,45,2,2815.8900000000003,5,3,3,11,Loyal Customers,Bengaluru,Tier 1
CUST00406,36,9,14258.14,5,5,5,15,Champions,Coimbatore,Tier 2
CUST00407,523,4,10164.66,1,5,5,11,At Risk (High Value),Hyderabad,Tier 1
CUST00410,92,2,9602.1,4,3,5,12,Loyal Customers,Mumbai,Tier 1
CUST00412,97,3,5928.09,4,4,4,12,Champions,Nashik,Tier 2
CUST00413,35,3,6140.89,5,4,4,13,Champions,Nashik,Tier 2
CUST00414,667,1,3765.16,1,1,3,5,Hibernating,Kolkata,Tier 1
CUST00415,303,2,10459.099999999999,3,3,5,11,Potential Loyalists,Kolkata,Tier 1
CUST00416,524,4,4781.1,1,5,4,10,At Risk (High Value),Hyderabad,Tier 1
CUST00417,411,2,4859.24,2,3,4,9,Hibernating,Bengaluru,Tier 1
CUST00418,149,1,759.41,4,1,1,6,New Customers,Bengaluru,Tier 1
CUST00419,295,1,724.01,3,1,1,5,Need Attention,Pune,Tier 1
CUST00420,567,2,6954.61,1,3,5,9,Hibernating,Ahmedabad,Tier 1
CUST00421,462,4,9901.1,2,5,5,12,At Risk (High Value),Lucknow,Tier 2
CUST00422,194,1,2302.04,4,1,2,7,New Customers,Lucknow,Tier 2
CUST00423,349,4,5307.53,2,5,4,11,At Risk (High Value),Mumbai,Tier 1
CUST00424,75,1,2589.5,5,1,2,8,New Customers,Chennai,Tier 1
CUST00425,67,2,2728.3199999999997,5,3,3,11,Loyal Customers,Mumbai,Tier 1
CUST00426,179,6,17663.35,4,5,5,14,Champions,Chennai,Tier 1
CUST00427,312,3,5476.62,3,4,4,11,Potential Loyalists,Hyderabad,Tier 1
CUST00428,389,1,279.7,2,1,1,4,Lost,Bhopal,Tier 2
CUST00429,229,1,1122.82,3,1,1,5,Need Attention,Bengaluru,Tier 1
CUST00430,637,1,561.27,1,1,1,3,Lost,Mumbai,Tier 1
CUST00431,203,2,5567.42,3,3,4,10,Potential Loyalists,Delhi,Tier 1
CUST00432,175,2,1813.02,4,3,2,9,Loyal Customers,Jaipur,Tier 2
CUST00433,148,1,2697.36,4,1,3,8,New Customers,Kolkata,Tier 1
CUST00434,327,2,2142.2,3,3,2,8,Potential Loyalists,Mumbai,Tier 1
CUST00435,332,2,2480.56,3,3,2,8,Potential Loyalists,Mumbai,Tier 1
CUST00436,157,5,10143.23,4,5,5,14,Champions,Pune,Tier 1
CUST00437,189,6,11966.59,4,5,5,14,Champions,Mumbai,Tier 1
CUST00438,209,1,1923.48,3,1,2,6,Need Attention,Surat,Tier 2
CUST00439,363,2,5591.299999999999,2,3,4,9,Hibernating,Pune,Tier 1
CUST00440,294,2,7656.049999999999,3,3,5,11,Potential Loyalists,Mumbai,Tier 1
CUST00441,668,2,4869.67,1,3,4,8,Hibernating,Mumbai,Tier 1
CUST00442,16,1,1758.88,5,1,2,8,New Customers,Amritsar,Tier 3
CUST00443,82,4,5875.71,4,5,4,13,Champions,Hyderabad,Tier 1
CUST00444,18,1,1132.8,5,1,1,7,New Customers,Hyderabad,Tier 1
CUST00446,505,2,2695.75,1,3,3,7,Hibernating,Kanpur,Tier 2
CUST00449,353,2,4358.02,2,3,4,9,Hibernating,Hyderabad,Tier 1
CUST00450,47,1,229.33,5,1,1,7,New Customers,Mumbai,Tier 1
CUST00451,466,2,2125.8199999999997,2,3,2,7,Hibernating,Jaipur,Tier 2
CUST00453,389,1,361.56,2,1,1,4,Lost,Hyderabad,Tier 1
CUST00454,72,3,5467.62,5,4,4,13,Champions,Visakhapatnam,Tier 2
CUST00455,193,1,631.4,4,1,1,6,New Customers,Mumbai,Tier 1
CUST00456,479,2,3050.51,2,3,3,8,Hibernating,Chennai,Tier 1
CUST00457,346,1,840.66,2,1,1,4,Lost,Mumbai,Tier 1
CUST00458,44,1,1967.15,5,1,2,8,New Customers,Chennai,Tier 1
CUST00459,633,1,2425.86,1,1,2,4,Lost,Mumbai,Tier 1
CUST00460,221,1,2391.54,3,1,2,6,Need Attention,Mumbai,Tier 1
CUST00461,16,5,7670.9,5,5,5,15,Champions,Mumbai,Tier 1
CUST00462,393,2,3992.18,2,3,3,8,Hibernating,Pune,Tier 1
CUST00463,61,6,6906.9,5,5,5,15,Champions,Ahmedabad,Tier 1
CUST00464,515,1,300.03,1,1,1,3,Lost,Kolkata,Tier 1
CUST00465,343,1,957.69,2,1,1,4,Lost,Guwahati,Tier 3
CUST00466,171,1,1282.3,4,1,1,6,New Customers,Hyderabad,Tier 1
CUST00467,167,2,3671.1299999999997,4,3,3,10,Loyal Customers,Bengaluru,Tier 1
CUST00468,326,3,4569.2300000000005,3,4,4,11,Potential Loyalists,Indore,Tier 2
CUST00469,150,2,2379.42,4,3,2,9,Loyal Customers,Delhi,Tier 1
CUST00470,602,1,4923.89,1,1,4,6,Hibernating,Guwahati,Tier 3
CUST00471,393,4,9483.3,2,5,5,12,At Risk (High Value),Mumbai,Tier 1
CUST00472,260,7,13983.71,3,5,5,13,Potential Loyalists,Raipur,Tier 3
CUST00473,79,3,4932.87,4,4,4,12,Champions,Mumbai,Tier 1
CUST00474,262,2,6162.21,3,3,4,10,Potential Loyalists,Coimbatore,Tier 2
CUST00475,39,1,1312.53,5,1,2,8,New Customers,Chennai,Tier 1
CUST00476,668,2,3282.52,1,3,3,7,Hibernating,Varanasi,Tier 3
CUST00477,325,2,6519.51,3,3,4,10,Potential Loyalists,Mumbai,Tier 1
CUST00480,249,1,3853.22,3,1,3,7,Need Attention,Chennai,Tier 1
CUST00481,523,2,9026.64,1,3,5,9,Hibernating,Kolkata,Tier 1
CUST00482,48,2,2680.9300000000003,5,3,3,11,Loyal Customers,Pune,Tier 1
CUST00485,357,1,2362.72,2,1,2,5,Lost,Kolkata,Tier 1
CUST00486,303,7,10274.51,3,5,5,13,Potential Loyalists,Coimbatore,Tier 2
CUST00487,376,1,2913.36,2,1,3,6,Hibernating,Mumbai,Tier 1
CUST00488,666,2,2636.66,1,3,3,7,Hibernating,Bengaluru,Tier 1
CUST00489,257,2,4587.08,3,3,4,10,Potential Loyalists,Nashik,Tier 2
CUST00490,573,3,2612.6099999999997,1,4,3,8,Hibernating,Coimbatore,Tier 2
CUST00491,345,1,440.23,2,1,1,4,Lost,Hyderabad,Tier 1
CUST00492,451,3,14367.82,2,4,5,11,At Risk (High Value),Kolkata,Tier 1
CUST00493,240,5,12075.53,3,5,5,13,Potential Loyalists,Bengaluru,Tier 1
CUST00494,159,3,5562.87,4,4,4,12,Champions,Delhi,Tier 1
CUST00496,230,4,16339.8,3,5,5,13,Potential Loyalists,Bengaluru,Tier 1
CUST00497,289,2,3173.03,3,3,3,9,Potential Loyalists,Kolkata,Tier 1
CUST00498,294,1,573.64,3,1,1,5,Need Attention,Mumbai,Tier 1
CUST00499,448,2,5201.35,2,3,4,9,Hibernating,Raipur,Tier 3
CUST00501,281,1,1371.53,3,1,2,6,Need Attention,Pune,Tier 1
CUST00502,60,1,9973.38,5,1,5,11,New Customers,Chennai,Tier 1
CUST00504,611,1,3105.96,1,1,3,5,Hibernating,Surat,Tier 2
CUST00505,249,2,3051.96,3,3,3,9,Potential Loyalists,Pune,Tier 1
CUST00506,188,1,957.92,4,1,1,6,New Customers,Delhi,Tier 1
CUST00507,222,3,7815.87,3,4,5,12,Potential Loyalists,Visakhapatnam,Tier 2
CUST00509,289,2,3148.41,3,3,3,9,Potential Loyalists,Nashik,Tier 2
CUST00510,385,2,3875.6099999999997,2,3,3,8,Hibernating,Ahmedabad,Tier 1
CUST00511,499,1,2818.3,1,1,3,5,Hibernating,Kolkata,Tier 1
CUST00514,156,3,4428.66,4,4,4,12,Champions,Indore,Tier 2
CUST00515,62,1,991.04,5,1,1,7,New Customers,Mumbai,Tier 1
CUST00516,567,4,16109.9,1,5,5,11,At Risk (High Value),Mumbai,Tier 1
CUST00517,471,3,5644.18,2,4,4,10,At Risk (High Value),Hyderabad,Tier 1
CUST00518,214,2,3549.87,3,3,3,9,Potential Loyalists,Lucknow,Tier 2
CUST00519,700,2,4792.67,1,3,4,8,Hibernating,Amritsar,Tier 3
CUST00520,177,2,3360.39,4,3,3,10,Loyal Customers,Delhi,Tier 1
CUST00521,19,1,1009.47,5,1,1,7,New Customers,Kolkata,Tier 1
CUST00522,153,1,861.3,4,1,1,6,New Customers,Hyderabad,Tier 1
CUST00523,55,4,7427.78,5,5,5,15,Champions,Raipur,Tier 3
CUST00524,648,1,1254.92,1,1,1,3,Lost,Nagpur,Tier 2
CUST00525,447,2,1362.8600000000001,2,3,2,7,Hibernating,Nagpur,Tier 2
CUST00526,92,5,3437.2200000000003,4,5,3,12,Loyal Customers,Chennai,Tier 1
CUST00527,165,2,2592.6,4,3,2,9,Loyal Customers,Hyderabad,Tier 1
CUST00528,85,2,2980.18,4,3,3,10,Loyal Customers,Bengaluru,Tier 1
CUST00529,60,2,961.8899999999999,5,3,1,9,Loyal Customers,Mumbai,Tier 1
CUST00530,187,2,874.95,4,3,1,8,Loyal Customers,Indore,Tier 2
CUST00531,102,3,3232.94,4,4,3,11,Loyal Customers,Surat,Tier 2
CUST00532,615,2,3229.25,1,3,3,7,Hibernating,Dehradun,Tier 3
CUST00535,456,3,2669.1,2,4,3,9,Hibernating,Jaipur,Tier 2
CUST00536,279,1,2152.22,3,1,2,6,Need Attention,Kanpur,Tier 2
CUST00537,45,1,889.48,5,1,1,7,New Customers,Nagpur,Tier 2
CUST00539,117,5,13105.61,4,5,5,14,Champions,Hyderabad,Tier 1
CUST00541,406,1,512.34,2,1,1,4,Lost,Nashik,Tier 2
CUST00542,527,2,2574.09,1,3,2,6,Hibernating,Kolkata,Tier 1
CUST00543,338,2,6306.25,3,3,4,10,Potential Loyalists,Delhi,Tier 1
CUST00544,119,4,8039.04,4,5,5,14,Champions,Pune,Tier 1
CUST00545,504,4,5011.68,1,5,4,10,At Risk (High Value),Kolkata,Tier 1
CUST00546,142,1,2217.67,4,1,2,7,New Customers,Bengaluru,Tier 1
CUST00547,571,2,849.01,1,3,1,5,Hibernating,Mumbai,Tier 1
CUST00548,180,3,7135.86,4,4,5,13,Champions,Pune,Tier 1
CUST00549,244,2,3171.88,3,3,3,9,Potential Loyalists,Chennai,Tier 1
CUST00550,322,4,3743.94,3,5,3,11,Potential Loyalists,Jaipur,Tier 2
CUST00551,380,1,734.11,2,1,1,4,Lost,Chennai,Tier 1
CUST00552,281,3,4427.33,3,4,4,11,Potential Loyalists,Nagpur,Tier 2
CUST00553,95,4,9073.36,4,5,5,14,Champions,Chennai,Tier 1
CUST00555,207,6,11217.36,3,5,5,13,Potential Loyalists,Bhopal,Tier 2
CUST00556,22,2,4628.23,5,3,4,12,Loyal Customers,Hyderabad,Tier 1
CUST00557,189,3,3919.6099999999997,4,4,3,11,Loyal Customers,Delhi,Tier 1
CUST00558,13,3,4070.26,5,4,3,12,Loyal Customers,Mumbai,Tier 1
CUST00559,272,1,5785.37,3,1,4,8,Need Attention,Ahmedabad,Tier 1
CUST00560,246,5,13848.42,3,5,5,13,Potential Loyalists,Kolkata,Tier 1
CUST00561,355,1,3874.14,2,1,3,6,Hibernating,Pune,Tier 1
CUST00562,477,2,8328.35,2,3,5,10,Hibernating,Delhi,Tier 1
CUST00564,19,4,13086.880000000001,5,5,5,15,Champions,Mumbai,Tier 1
CUST00565,42,1,4134.0,5,1,3,9,New Customers,Bengaluru,Tier 1
CUST00566,153,2,2331.85,4,3,2,9,Loyal Customers,Kolkata,Tier 1
CUST00567,91,4,14123.53,4,5,5,14,Champions,Hyderabad,Tier 1
CUST00568,228,2,3962.28,3,3,3,9,Potential Loyalists,Hyderabad,Tier 1
CUST00569,36,1,1160.42,5,1,1,7,New Customers,Visakhapatnam,Tier 2
CUST00570,569,2,3273.5299999999997,1,3,3,7,Hibernating,Bengaluru,Tier 1
CUST00571,596,1,339.15,1,1,1,3,Lost,Chennai,Tier 1
CUST00573,177,3,5647.91,4,4,4,12,Champions,Hyderabad,Tier 1
CUST00574,199,3,4244.2,4,4,3,11,Loyal Customers,Kolkata,Tier 1
CUST00575,525,1,4817.75,1,1,4,6,Hibernating,Indore,Tier 2
CUST00576,255,1,1842.05,3,1,2,6,Need Attention,Nashik,Tier 2
CUST00577,551,4,14408.230000000001,1,5,5,11,At Risk (High Value),Delhi,Tier 1
CUST00578,408,1,1720.77,2,1,2,5,Lost,Patna,Tier 2
CUST00579,21,3,3136.88,5,4,3,12,Loyal Customers,Chennai,Tier 1
CUST00580,157,8,25994.75,4,5,5,14,Champions,Bengaluru,Tier 1
CUST00581,263,1,4550.12,3,1,4,8,Need Attention,Hyderabad,Tier 1
CUST00582,534,1,2618.2,1,1,3,5,Hibernating,Jodhpur,Tier 3
CUST00583,28,2,1944.3400000000001,5,3,2,10,Loyal Customers,Chennai,Tier 1
CUST00584,207,4,3539.1200000000003,3,5,3,11,Potential Loyalists,Bengaluru,Tier 1
CUST00585,515,3,5946.3,1,4,4,9,At Risk (High Value),Kolkata,Tier 1
CUST00586,130,5,11327.51,4,5,5,14,Champions,Delhi,Tier 1
CUST00589,213,3,5124.89,3,4,4,11,Potential Loyalists,Mumbai,Tier 1
CUST00591,587,1,862.58,1,1,1,3,Lost,Delhi,Tier 1
CUST00592,181,3,6063.22,4,4,4,12,Champions,Pune,Tier 1
CUST00593,551,2,1765.73,1,3,2,6,Hibernating,Delhi,Tier 1
CUST00594,202,1,2663.26,3,1,3,7,Need Attention,Bengaluru,Tier 1
CUST00595,218,1,1803.86,3,1,2,6,Need Attention,Coimbatore,Tier 2
CUST00596,114,2,7000.82,4,3,5,12,Loyal Customers,Chennai,Tier 1
CUST00597,216,1,3093.14,3,1,3,7,Need Attention,Pune,Tier 1
CUST00598,185,1,2740.52,4,1,3,8,New Customers,Delhi,Tier 1
CUST00600,41,4,5720.7,5,5,4,14,Champions,Mumbai,Tier 1
CUST00601,344,3,9829.26,2,4,5,11,At Risk (High Value),Delhi,Tier 1
CUST00602,133,2,1794.3,4,3,2,9,Loyal Customers,Bengaluru,Tier 1
CUST00603,437,1,217.13,2,1,1,4,Lost,Delhi,Tier 1
CUST00604,178,1,1574.2,4,1,2,7,New Customers,Mumbai,Tier 1
CUST00606,313,4,5603.61,3,5,4,12,Potential Loyalists,Hyderabad,Tier 1
CUST00607,153,5,11728.2,4,5,5,14,Champions,Delhi,Tier 1
CUST00608,559,1,1069.74,1,1,1,3,Lost,Bengaluru,Tier 1
CUST00609,571,4,6985.349999999999,1,5,5,11,At Risk (High Value),Chennai,Tier 1
CUST00610,117,1,2684.38,4,1,3,8,New Customers,Pune,Tier 1
CUST00611,360,2,2612.59,2,3,3,8,Hibernating,Mumbai,Tier 1
CUST00612,536,2,6093.06,1,3,4,8,Hibernating,Lucknow,Tier 2
CUST00613,542,2,3109.1800000000003,1,3,3,7,Hibernating,Kolkata,Tier 1
CUST00615,54,1,1770.83,5,1,2,8,New Customers,Bhopal,Tier 2
CUST00616,630,1,219.55,1,1,1,3,Lost,Patna,Tier 2
CUST00617,323,4,6044.61,3,5,4,12,Potential Loyalists,Mumbai,Tier 1
CUST00618,64,2,2625.27,5,3,3,11,Loyal Customers,Bengaluru,Tier 1
CUST00620,411,4,8695.85,2,5,5,12,At Risk (High Value),Ahmedabad,Tier 1
CUST00621,338,2,2314.01,3,3,2,8,Potential Loyalists,Delhi,Tier 1
CUST00622,357,1,332.38,2,1,1,4,Lost,Delhi,Tier 1
CUST00623,655,1,267.78,1,1,1,3,Lost,Hyderabad,Tier 1
CUST00624,719,1,659.88,1,1,1,3,Lost,Chennai,Tier 1
CUST00625,562,1,355.69,1,1,1,3,Lost,Kolkata,Tier 1
CUST00626,620,1,1312.01,1,1,2,4,Lost,Hyderabad,Tier 1
CUST00628,623,1,1281.07,1,1,1,3,Lost,Ahmedabad,Tier 1
CUST00629,540,2,3423.89,1,3,3,7,Hibernating,Mumbai,Tier 1
CUST00630,589,3,6129.37,1,4,4,9,At Risk (High Value),Delhi,Tier 1
CUST00632,598,2,3292.08,1,3,3,7,Hibernating,Coimbatore,Tier 2
CUST00633,237,3,5905.47,3,4,4,11,Potential Loyalists,Chennai,Tier 1
CUST00634,659,1,1014.4,1,1,1,3,Lost,Chennai,Tier 1
CUST00635,256,1,4677.97,3,1,4,8,Need Attention,Mumbai,Tier 1
CUST00636,88,1,877.29,4,1,1,6,New Customers,Hyderabad,Tier 1
CUST00637,533,2,1943.8400000000001,1,3,2,6,Hibernating,Chennai,Tier 1
CUST00638,63,5,11128.48,5,5,5,15,Champions,Delhi,Tier 1
CUST00639,472,1,3505.48,2,1,3,6,Hibernating,Bengaluru,Tier 1
CUST00640,451,3,3722.12,2,4,3,9,Hibernating,Hyderabad,Tier 1
CUST00642,19,8,10024.53,5,5,5,15,Champions,Bengaluru,Tier 1
CUST00643,146,1,3007.8,4,1,3,8,New Customers,Delhi,Tier 1
CUST00644,282,1,3507.42,3,1,3,7,Need Attention,Bengaluru,Tier 1
CUST00645,9,1,4110.78,5,1,3,9,New Customers,Mumbai,Tier 1
CUST00646,79,3,1851.78,4,4,2,10,Loyal Customers,Coimbatore,Tier 2
CUST00647,618,1,2382.64,1,1,2,4,Lost,Kolkata,Tier 1
CUST00648,17,2,5867.69,5,3,4,12,Loyal Customers,Pune,Tier 1
CUST00649,613,1,4548.57,1,1,4,6,Hibernating,Lucknow,Tier 2
CUST00650,344,1,1836.49,2,1,2,5,Lost,Chennai,Tier 1
CUST00651,393,1,362.13,2,1,1,4,Lost,Mumbai,Tier 1
CUST00652,353,2,1089.76,2,3,1,6,Hibernating,Chennai,Tier 1
CUST00653,600,1,3116.72,1,1,3,5,Hibernating,Kolkata,Tier 1
CUST00654,541,2,1963.2399999999998,1,3,2,6,Hibernating,Ahmedabad,Tier 1
CUST00655,97,4,10280.07,4,5,5,14,Champions,Hyderabad,Tier 1
CUST00656,407,7,15775.68,2,5,5,12,At Risk (High Value),Mumbai,Tier 1
CUST00660,81,3,4711.04,4,4,4,12,Champions,Kolkata,Tier 1
CUST00662,674,1,461.74,1,1,1,3,Lost,Amritsar,Tier 3
CUST00663,359,1,2990.0,2,1,3,6,Hibernating,Kolkata,Tier 1
CUST00664,54,3,2568.76,5,4,2,11,Loyal Customers,Delhi,Tier 1
CUST00665,406,4,4939.54,2,5,4,11,At Risk (High Value),Mumbai,Tier 1
CUST00667,537,1,1221.44,1,1,1,3,Lost,Delhi,Tier 1
CUST00668,91,4,6784.53,4,5,5,14,Champions,Delhi,Tier 1
CUST00669,149,1,5054.55,4,1,4,9,New Customers,Delhi,Tier 1
CUST00670,171,3,3426.73,4,4,3,11,Loyal Customers,Bengaluru,Tier 1
CUST00671,204,3,2824.55,3,4,3,10,Potential Loyalists,Delhi,Tier 1
CUST00672,348,2,4690.2300000000005,2,3,4,9,Hibernating,Coimbatore,Tier 2
CUST00675,420,2,3139.66,2,3,3,8,Hibernating,Hyderabad,Tier 1
CUST00676,479,4,6047.54,2,5,4,11,At Risk (High Value),Jodhpur,Tier 3
CUST00677,217,7,16348.99,3,5,5,13,Potential Loyalists,Mumbai,Tier 1
CUST00678,644,1,3041.59,1,1,3,5,Hibernating,Hyderabad,Tier 1
CUST00680,148,4,8231.23,4,5,5,14,Champions,Indore,Tier 2
CUST00681,367,3,5680.84,2,4,4,10,At Risk (High Value),Surat,Tier 2
CUST00682,117,4,12516.83,4,5,5,14,Champions,Bengaluru,Tier 1
CUST00683,528,1,437.25,1,1,1,3,Lost,Delhi,Tier 1
CUST00684,472,2,3904.94,2,3,3,8,Hibernating,Pune,Tier 1
CUST00685,472,3,5404.17,2,4,4,10,At Risk (High Value),Vadodara,Tier 2
CUST00686,280,3,3746.2799999999997,3,4,3,10,Potential Loyalists,Chennai,Tier 1
CUST00687,527,1,530.68,1,1,1,3,Lost,Kolkata,Tier 1
CUST00689,184,1,891.92,4,1,1,6,New Customers,Jaipur,Tier 2
CUST00690,698,1,2119.64,1,1,2,4,Lost,Delhi,Tier 1
CUST00691,356,1,2582.84,2,1,2,5,Lost,Bengaluru,Tier 1
CUST00692,194,3,5652.9,4,4,4,12,Champions,Hyderabad,Tier 1
CUST00693,455,2,3610.5600000000004,2,3,3,8,Hibernating,Chennai,Tier 1
CUST00694,11,4,10063.289999999999,5,5,5,15,Champions,Delhi,Tier 1
CUST00696,306,4,4143.110000000001,3,5,3,11,Potential Loyalists,Kolkata,Tier 1
CUST00697,229,4,4420.7699999999995,3,5,4,12,Potential Loyalists,Bengaluru,Tier 1
CUST00698,676,1,621.36,1,1,1,3,Lost,Kolkata,Tier 1
CUST00700,544,2,2512.41,1,3,2,6,Hibernating,Chennai,Tier 1
CUST00701,290,1,3238.49,3,1,3,7,Need Attention,Chennai,Tier 1
CUST00702,111,4,11258.15,4,5,5,14,Champions,Mumbai,Tier 1
CUST00703,2,3,4820.6900000000005,5,4,4,13,Champions,Bengaluru,Tier 1
CUST00704,264,1,832.12,3,1,1,5,Need Attention,Delhi,Tier 1
CUST00705,346,1,2726.88,2,1,3,6,Hibernating,Mumbai,Tier 1
CUST00707,523,4,7107.41,1,5,5,11,At Risk (High Value),Bengaluru,Tier 1
CUST00708,342,1,4585.96,2,1,4,7,Hibernating,Lucknow,Tier 2
CUST00709,369,1,1029.93,2,1,1,4,Lost,Bengaluru,Tier 1
CUST00710,568,3,3505.67,1,4,3,8,Hibernating,Pune,Tier 1
CUST00711,404,4,5237.85,2,5,4,11,At Risk (High Value),Ahmedabad,Tier 1
CUST00712,687,1,258.32,1,1,1,3,Lost,Kolkata,Tier 1
CUST00713,212,1,1998.08,3,1,2,6,Need Attention,Chennai,Tier 1
CUST00714,639,1,2476.3,1,1,2,4,Lost,Hyderabad,Tier 1
CUST00715,448,1,1533.9,2,1,2,5,Lost,Bengaluru,Tier 1
CUST00716,59,2,958.44,5,3,1,9,Loyal Customers,Vadodara,Tier 2
CUST00717,275,2,2292.79,3,3,2,8,Potential Loyalists,Surat,Tier 2
CUST00718,562,1,2946.99,1,1,3,5,Hibernating,Ranchi,Tier 3
CUST00720,380,1,1732.88,2,1,2,5,Lost,Ahmedabad,Tier 1
CUST00722,365,1,445.21,2,1,1,4,Lost,Delhi,Tier 1
CUST00723,412,1,186.35,2,1,1,4,Lost,Mumbai,Tier 1
CUST00725,308,4,12291.43,3,5,5,13,Potential Loyalists,Kolkata,Tier 1
CUST00727,89,4,7971.83,4,5,5,14,Champions,Delhi,Tier 1
CUST00729,224,7,13515.79,3,5,5,13,Potential Loyalists,Delhi,Tier 1
CUST00730,528,3,4254.11,1,4,3,8,Hibernating,Delhi,Tier 1
CUST00731,22,5,14915.47,5,5,5,15,Champions,Delhi,Tier 1
CUST00732,96,5,6234.98,4,5,4,13,Champions,Surat,Tier 2
CUST00733,167,5,10941.36,4,5,5,14,Champions,Pune,Tier 1
CUST00734,637,3,5440.59,1,4,4,9,At Risk (High Value),Chennai,Tier 1
CUST00735,360,1,2710.65,2,1,3,6,Hibernating,Bengaluru,Tier 1
CUST00736,43,3,7731.380000000001,5,4,5,14,Champions,Bhopal,Tier 2
CUST00737,27,2,3261.0,5,3,3,11,Loyal Customers,Hyderabad,Tier 1
CUST00738,44,3,5959.99,5,4,4,13,Champions,Surat,Tier 2
CUST00739,462,2,3926.3199999999997,2,3,3,8,Hibernating,Hyderabad,Tier 1
CUST00741,594,2,4779.35,1,3,4,8,Hibernating,Hyderabad,Tier 1
CUST00742,77,3,2306.0600000000004,5,4,2,11,Loyal Customers,Bengaluru,Tier 1
CUST00743,274,1,335.38,3,1,1,5,Need Attention,Ahmedabad,Tier 1
CUST00744,523,1,4306.37,1,1,4,6,Hibernating,Chennai,Tier 1
CUST00745,15,1,1571.26,5,1,2,8,New Customers,Delhi,Tier 1
CUST00746,342,1,5103.49,2,1,4,7,Hibernating,Coimbatore,Tier 2
CUST00747,241,7,12370.2,3,5,5,13,Potential Loyalists,Hyderabad,Tier 1
CUST00748,278,3,4245.74,3,4,3,10,Potential Loyalists,Chennai,Tier 1
CUST00749,238,5,11435.53,3,5,5,13,Potential Loyalists,Visakhapatnam,Tier 2
CUST00750,357,2,4263.67,2,3,4,9,Hibernating,Kolkata,Tier 1
CUST00751,345,3,6564.32,2,4,4,10,At Risk (High Value),Mumbai,Tier 1
CUST00752,105,1,218.56,4,1,1,6,New Customers,Kanpur,Tier 2
CUST00753,115,3,3457.2000000000003,4,4,3,11,Loyal Customers,Kolkata,Tier 1
CUST00754,235,1,321.24,3,1,1,5,Need Attention,Bengaluru,Tier 1
CUST00755,149,2,4693.89,4,3,4,11,Loyal Customers,Delhi,Tier 1
CUST00756,505,3,5385.8,1,4,4,9,At Risk (High Value),Lucknow,Tier 2
CUST00757,483,5,9087.32,2,5,5,12,At Risk (High Value),Kolkata,Tier 1
CUST00759,454,5,11578.130000000001,2,5,5,12,At Risk (High Value),Coimbatore,Tier 2
CUST00760,395,2,1591.1100000000001,2,3,2,7,Hibernating,Lucknow,Tier 2
CUST00761,95,2,3052.21,4,3,3,10,Loyal Customers,Delhi,Tier 1
CUST00763,600,1,2222.69,1,1,2,4,Lost,Delhi,Tier 1
CUST00764,159,3,4369.49,4,4,4,12,Champions,Ahmedabad,Tier 1
CUST00766,441,3,4304.42,2,4,4,10,At Risk (High Value),Kolkata,Tier 1
CUST00767,156,4,8333.78,4,5,5,14,Champions,Jaipur,Tier 2
CUST00769,239,4,9051.71,3,5,5,13,Potential Loyalists,Bengaluru,Tier 1
CUST00770,340,2,1150.0,2,3,1,6,Hibernating,Surat,Tier 2
CUST00771,103,1,2808.53,4,1,3,8,New Customers,Mumbai,Tier 1
CUST00772,481,1,2426.26,2,1,2,5,Lost,Nagpur,Tier 2
CUST00775,700,1,2264.36,1,1,2,4,Lost,Lucknow,Tier 2
CUST00776,471,1,2261.27,2,1,2,5,Lost,Delhi,Tier 1
CUST00777,445,3,11579.67,2,4,5,11,At Risk (High Value),Delhi,Tier 1
CUST00778,17,4,11989.8,5,5,5,15,Champions,Ahmedabad,Tier 1
